insee;nom;nb_voisins;insee_voisins
35299;Saint-Méloir-des-Ondes;7;35049|35255|35122|35306|35284|35288|35263
35300;Saint-M'Hervé;7;53086|53040|35061|35105|35360|35015|35185
35184;Saint-M'Hervon;2;35171|35184
35302;Saint-Onen-la-Chapelle;9;35091|35184|35184|35027|35133|35295|35201|35117|35297
35004;Saint-Ouen-la-Rouërie;7;50337|50487|35191|35191|35004|35004|50443
35304;Saint-Ouen-des-Alleux;7;35336|35280|35282|35282|35178|35355|35261
35305;Saint-Péran;5;35133|35187|35340|35223|35211
35306;Saint-Père-Marc-en-Poulet;8;35299|35122|35279|35179|35070|35358|35314|35284
35307;Saint-Pern;6;35156|35180|35135|35143|35171|22208
35308;Mesnil-Roc'h;8;35362|35029|35172|35226|35225|22299|22197|35179
35308;Saint-Pierre-de-Plesguen;10;35308|35362|35029|35308|35172|35226|35225|22299|22197|35179
35309;Saint-Rémy-du-Plain;4;35019|35242|35326|35164
35310;Saint-Sauveur-des-Landes;8;35273|35243|35063|35282|35282|35280|35257|35257
35311;Saint-Séglin;6;35168|35168|35219|35045|56033|56033
35312;Saint-Senoux;5;35033|35221|35289|35127|35126
35314;Saint-Suliac;2;35306|35358
35315;Saint-Sulpice-la-Forêt;4;35067|35152|35024|35197
35316;Saint-Sulpice-des-Landes;5;35106|44148|44197|35098|35012
35317;Saint-Symphorien;7;35130|35356|35146|35276|35058|35258|35337
35318;Saint-Thual;6;35345|35346|35017|35156|22208|22306
35319;Saint-Thurial;6;35351|35037|35016|35169|35340|35187
35320;Saint-Uniac;4;35133|35027|35184|35184
35321;Saulnières;6;35041|35136|35343|35322|35218|35054
35322;Le Sel-de-Bretagne;5;35321|35343|35030|35212|35218
35191;La Selle-en-Coglès;5;35191|35257|35257|35257|35191
35324;La Selle-en-Luitré;7;35112|35062|35163|35163|35137|35115|35021
35325;La Selle-Guerchaise;4;53088|53098|35235|35008
35326;Sens-de-Bretagne;8;35242|35244|35355|35118|35003|35110|35164|35309
35327;Servon-sur-Vilaine;6;35031|35068|35096|35207|35039|35001
35328;Sixt-sur-Aff;11;35045|35285|35237|35013|56044|56061|56061|56061|56033|56033|56033
35329;Sougeal;9;50410|50410|50019|50443|35004|35004|35004|35354|35222
35330;Taillis;5;35260|35015|35194|35141|35347
35331;Talensac;7;35040|35080|35196|35351|35187|35133|35188
35332;Teillay;5;35335|44200|44146|44148|35106
35333;Le Theil-de-Bretagne;6;35165|35239|35082|35262|35136|35108
35334;Thorigné-Fouillard;4;35152|35001|35051|35024
35335;Thourie;8;35082|35167|44058|44200|35332|35106|35140|35089
35336;Le Tiercent;7;35292|35292|35292|35280|35304|35261|35075
35337;Tinténiac;9;35233|35094|35130|35317|35258|35134|35017|35346|35265
35338;Torcé;6;35109|35350|35014|35161|35087|35252
35339;Trans-la-Forêt;6;35222|35354|35019|35092|35044|35034
35340;Treffendel;5;35187|35319|35169|35223|35305
35004;Tremblay;13;35004|35191|35191|35257|35257|35292|35292|35075|35244|35242|35019|35004|35004
35342;Trémeheuc;5;35092|35085|35159|35029|35104
35343;Tresbœuf;7;35136|35089|35140|35106|35030|35322|35321
35308;Tressé;3;35362|35308|35179
35345;Trévérien;7;35226|35265|35346|35318|22306|22056|35225
35346;Trimer;5;35265|35337|35017|35318|35345
35347;Val-d'Izé;9;35170|35260|35330|35141|35052|35166|35031|35101|35154
35282;Vendel;4;35025|35282|35282|35063
35350;Vergéal;4;35109|35097|35014|35338
35351;Le Verger;5;35331|35196|35037|35319|35187
35352;Vern-sur-Seiche;7;35055|35099|35204|35250|35032|35266|35206
35353;Vezin-le-Coquet;3;35238|35240|35210
35354;Vieux-Viel;6;35329|35004|35004|35019|35339|35222
35355;Vieux-Vy-sur-Couesnon;7;35244|35075|35261|35304|35178|35118|35326
35356;Vignoc;8;35128|35296|35193|35177|35120|35146|35317|35130
35357;Villamée;6;35174|35162|35215|35071|35230|35271
35358;La Ville-ès-Nonais;5;35306|35070|35179|22197|35314
35359;Visseiche;7;35097|35125|35235|35005|35239|35165|35014
35360;Vitré;6;35015|35300|35105|35109|35229|35194
35361;Le Vivier-sur-Mer;2;35186|35132
35362;Le Tronchet;7;35009|35029|35308|35308|35308|35179|35224
35363;Pont-Péan;6;35206|35266|35208|35139|35047|35066
56001;Allaire;7;56232|56223|56194|56212|56011|56216|56221
56002;Ambon;6;56149|56143|56018|56052|56248|56109
56003;Arradon;3;56260|56008|56164
56004;Arzal;4;56126|56058|56030|56143
56005;Arzon;1;56214
56006;Augan;8;56180|56136|56191|56035|56165|56165|56165|56032
56007;Auray;3;56176|56046|56023
56008;Baden;5;56167|56164|56003|56106|56262
56009;Bangor;3;56152|56114|56241
56010;Baud;7;56074|56039|56031|56177|56101|56188|56207
56011;Béganne;6;56216|56001|56212|56147|56153|56028
56012;Beignon;6;35211|35223|56226|56075|56180|56032
56013;Belz;5;56119|56054|56055|56169|56220
56014;Berné;7;56210|56264|56089|56166|29071|56131|56182
56015;Berric;4;56184|56149|56109|56247
56173;Bieuzy;4;56246|56173|56128|56076
56017;Bignan;8;56204|56027|56071|56222|56042|56141|56117|56140
56018;Billiers;2;56143|56002
56019;Billio;4;56051|56172|56222|56071
56020;Bohal;5;56228|56159|56135|56219|56244
56021;Brandérion;3;56101|56148|56094
56022;Brandivy;5;56141|56067|56175|56177|56039
56023;Brech;8;56177|56175|56176|56007|56046|56161|56119|56096
56024;Bréhan;10;22039|22241|22288|22027|56102|56102|56160|56047|56198|22275
56025;Brignac;4;22083|56208|56056|56129
56026;Bubry;7;56076|56128|56188|56104|56089|56156|56113
56027;Buléon;6;56103|56070|56071|56017|56204|56189
56028;Caden;6;56221|56216|56011|56153|56111|56123
56029;Calan;4;56104|56090|56040|56166
56030;Camoël;5;56058|44072|44006|56155|56004
56031;Camors;3;56039|56177|56010
56032;Campénéac;9;35211|56012|56180|56006|56165|56165|56065|56122|56256
56033;Carentoir;11;56075|35084|56033|35328|56061|56061|56061|56230|56253|56191|56136
56033;Carentoir;14;56075|35084|35168|35168|35311|35045|35328|56061|56061|56061|56230|56253|56191|56136
56034;Carnac;5;56046|56258|56168|56054|56161
56035;Caro;10;56006|56191|56200|56133|56228|56202|56197|56197|56165|56165
56036;Caudan;7;56090|56083|56098|56121|56185|56179|56040
56197;La Chapelle-Caro;8;56165|56165|56165|56035|56202|56244|56197|56139
56061;La Chapelle-Gaceline;4;35328|56061|56033|56033
56039;La Chapelle-Neuve;7;56174|56141|56022|56177|56031|56010|56074
56040;Cléguer;6;56166|56029|56090|56036|56179|29002
56041;Cléguérec;7;56203|56146|56178|56125|56242|56245|56209
56042;Colpo;6;56017|56222|56120|56115|56067|56141
56043;Concoret;4;35201|35211|56127|35117
56044;Cournon;5;35328|35013|56061|56061|56061
56045;Le Cours;5;56219|56135|56108|56053|56254
56046;Crac'h;6;56007|56116|56233|56034|56161|56023
56047;Crédin;8;56198|56024|56160|56190|56144|56144|56092|56072
56048;Le Croisty;4;56238|56163|56210|56182
56213;Croixanvec;4;22075|56215|56213|56093
56050;La Croix-Helléan;6;56068|56082|56079|56091|56102|56102
56051;Cruguel;6;56070|56236|56112|56172|56019|56071
56052;Damgan;1;56002
56053;Elven;9;56254|56045|56108|56261|56247|56255|56231|56137|56157
56054;Erdeven;7;56119|56161|56034|56168|56055|56169|56013
56055;Étel;3;56013|56054|56169
56056;Évriguet;4;56025|56208|56080|56129
56057;Le Faouët;6;56100|56182|56131|56105|56081|56201
56058;Férel;6;56195|44072|44006|56030|56004|56126
56102;Les Forges;9;56257|56134|56227|56068|56102|56160|56024|22027|22241
56060;Les Fougerêts;6;56061|56061|56061|56154|56229|56230
56061;La Gacilly;8;56033|56033|56061|35328|56044|56061|56060|56230
56061;La Gacilly;9;56033|35328|56044|35013|56239|56154|56060|56230|56033
56062;Gâvres;1;56169
56063;Gestel;3;56179|56185|56078
56061;Glénac;6;56044|35013|56239|56154|56060|56061
56065;Gourhel;3;56032|56165|56165
56066;Gourin;7;22373|56100|56201|56081|56199|29278|29250
56067;Grand-Champ;7;56042|56115|56132|56158|56175|56022|56141
56068;La Grée-Saint-Laurent;6;56227|56082|56050|56102|56102|56102
56070;Guégon;10;56102|56102|56091|56079|56236|56051|56071|56027|56103|56160
56071;Guéhenno;6;56070|56051|56019|56222|56017|56027
56072;Gueltas;8;22314|56198|56047|56092|56151|56213|56213|56215
56073;Guémené-sur-Scorff;2;56113|56163
56074;Guénin;8;56144|56144|56174|56039|56010|56207|56173|56173
56075;Guer;12;35223|35160|35168|35168|35046|35084|56033|56033|56136|56180|56012|56226
56076;Guern;8;56125|56246|56173|56173|56128|56026|56113|56242
56077;Le Guerno;4;56111|56153|56126|56149
56078;Guidel;7;29234|56179|56063|56185|56162|29031|29233
56079;Guillac;11;56249|56165|56165|56197|56197|56197|56236|56070|56091|56050|56082
56080;Guilliers;8;56056|56208|56127|56145|56122|56227|56134|56129
56081;Guiscriff;8;56066|56201|56057|56105|29230|29269|29274|56199
56082;Helléan;5;56227|56249|56079|56050|56068
56083;Hennebont;5;56090|56101|56094|56098|56036
56084;Le Hézo;4;56251|56251|56248|56205
56089;Inguiniel;7;56156|56026|56104|56166|56014|56264|56110
56090;Inzinzac-Lochrist;6;56104|56101|56083|56036|56040|56029
56091;Josselin;5;56050|56079|56070|56102|56102
56092;Kerfourn;5;56072|56047|56144|56144|56151
56093;Kergrist;8;22285|22075|56213|56213|56213|56146|22158|22158
56094;Kervignac;6;56101|56021|56148|56130|56118|56083
56096;Landaul;5;56177|56023|56119|56148|56097
56097;Landévant;4;56177|56096|56148|56101
56098;Lanester;3;56083|56121|56036
56099;Langoëlan;6;22124|56245|56242|56113|56163|22146
56100;Langonnet;9;22163|22061|56170|56182|56057|56201|56066|22373|22202
56101;Languidic;10;56188|56010|56177|56097|56148|56021|56094|56083|56090|56104
56102;Forges-de-Lanouée;11;56257|56134|56227|56068|56050|56091|56070|56160|56024|22027|22241
56102;Lanouée;6;56068|56050|56091|56070|56160|56102
56103;Lantillac;4;56070|56027|56189|56160
56104;Lanvaudan;7;56026|56188|56101|56090|56029|56166|56089
56105;Lanvénégen;4;56057|56131|29230|56081
56106;Larmor-Baden;1;56008
56107;Larmor-Plage;2;56121|56162
56108;Larré;5;56135|56184|56261|56053|56045
56109;Lauzach;8;56015|56149|56002|56248|56259|56251|56251|56247
56110;Lignol;6;56113|56156|56089|56264|56210|56163
56111;Limerzel;6;56123|56028|56153|56077|56149|56184
56112;Lizio;7;56236|56197|56197|56197|56244|56172|56051
56113;Locmalo;8;56242|56076|56026|56156|56110|56073|56163|56099
56114;Locmaria;2;56009|56152
56115;Locmaria-Grand-Champ;4;56120|56132|56067|56042
56116;Locmariaquer;2;56233|56046
56117;Locminé;4;56140|56017|56141|56174
56118;Locmiquélic;4;56094|56130|56193|56181
56119;Locoal-Mendon;8;56096|56023|56161|56054|56013|56169|56220|56148
56120;Locqueltas;7;56222|56157|56137|56206|56132|56115|56042
56121;Lorient;5;56036|56098|56107|56162|56185
56122;Loyat;8;56145|56256|56032|56165|56165|56249|56227|56080
56123;Malansac;8;56218|56154|56221|56028|56111|56184|56196|56171
56124;Malestroit;4;56133|56211|56159|56228
56125;Malguénac;5;56178|56246|56076|56242|56041
56126;Marzan;8;56153|56147|56195|56058|56004|56143|56149|56077
56127;Mauron;8;35117|56225|56043|35211|56145|56080|56208|22083
56128;Melrand;7;56173|56173|56173|56207|56188|56026|56076
56129;Ménéac;9;22147|22083|56025|56056|56080|56134|56257|22043|22062
56130;Merlevenez;6;56148|56220|56169|56193|56118|56094
56131;Meslan;6;56182|56014|29071|29230|56105|56057
56132;Meucon;5;56120|56206|56158|56067|56115
56133;Missiriac;6;56035|56200|56224|56211|56124|56228
56134;Mohon;6;56129|56080|56227|56102|56102|56257
56135;Molac;7;56159|56171|56184|56108|56045|56219|56020
56136;Monteneuf;7;56075|56033|56033|56253|56191|56006|56180
56137;Monterblanc;5;56157|56053|56231|56206|56120
56165;Monterrein;5;56006|56035|56197|56197|56165
56139;Montertelot;5;56165|56165|56197|56197|56197
56140;Moréac;9;56190|56189|56204|56017|56117|56174|56144|56144|56144
56141;Moustoir-Ac;7;56117|56017|56042|56067|56022|56039|56174
56144;Moustoir-Remungol;6;56151|56144|56144|56173|56173|56237
56143;Muzillac;5;56149|56126|56004|56018|56002
56144;Naizin;7;56092|56047|56190|56140|56144|56144|56151
56144;Évellys;10;56092|56047|56190|56140|56174|56074|56173|56173|56237|56151
56145;Néant-sur-Yvel;5;56127|35211|56256|56122|56080
56146;Neulliac;9;22158|56093|56213|56213|56151|56178|56041|56203|22158
56147;Nivillac;7;56011|56212|44098|44072|56195|56126|56153
56148;Nostang;8;56101|56097|56096|56119|56220|56130|56094|56021
56149;Noyal-Muzillac;8;56184|56111|56077|56126|56143|56002|56109|56015
56251;Noyalo;3;56251|56248|56084
56151;Noyal-Pontivy;10;56213|56213|56072|56092|56144|56144|56144|56237|56178|56146
56152;Le Palais;3;56114|56009|56241
56153;Péaule;6;56028|56011|56147|56126|56077|56111
56154;Peillac;8;56060|56061|56061|56239|56221|56123|56218|56229
56155;Pénestin;2;56030|44006
56156;Persquen;4;56113|56026|56089|56110
56157;Plaudren;6;56172|56254|56053|56137|56120|56222
56158;Plescop;8;56132|56206|56260|56164|56167|56176|56175|56067
56159;Pleucadeuc;6;56211|56171|56135|56020|56228|56124
56160;Pleugriffet;9;56024|56102|56102|56102|56070|56103|56189|56190|56047
56161;Ploemel;5;56023|56046|56034|56054|56119
56162;Plœmeur;4;56185|56121|56107|56078
56163;Ploërdut;9;56099|56113|56073|56110|56210|56048|56238|56170|22146
56164;Ploeren;5;56158|56260|56003|56008|56167
56165;Ploërmel;11;56065|56032|56006|56165|56197|56139|56197|56197|56079|56249|56122
56165;Ploërmel;11;56065|56032|56006|56035|56197|56139|56197|56197|56079|56249|56122
56166;Plouay;7;56089|56104|56029|56040|29002|29071|56014
56167;Plougoumelen;5;56158|56164|56008|56262|56176
56168;Plouharnel;3;56034|56234|56054
56169;Plouhinec;8;56220|56119|56013|56054|56055|56062|56193|56130
56170;Plouray;6;22146|56163|56238|56182|56100|22061
56171;Pluherlin;7;56211|56218|56123|56196|56184|56135|56159
56172;Plumelec;7;56051|56112|56244|56254|56157|56222|56019
56173;Pluméliau;9;56237|56144|56144|56144|56074|56207|56128|56173|56246
56173;Pluméliau-Bieuzy;9;56237|56144|56144|56144|56074|56207|56128|56076|56246
56174;Plumelin;7;56144|56140|56117|56141|56039|56074|56144
56175;Plumergat;7;56022|56067|56158|56176|56263|56023|56177
56176;Pluneret;7;56175|56158|56167|56262|56007|56023|56263
56177;Pluvigner;9;56031|56039|56022|56175|56023|56096|56097|56101|56010
56178;Pontivy;6;56151|56237|56246|56125|56041|56146
56179;Pont-Scorff;7;56040|56036|56185|56063|56078|29234|29002
56180;Porcaro;5;56012|56075|56136|56006|56032
56181;Port-Louis;2;56118|56193
56182;Priziac;8;56170|56238|56048|56210|56014|56131|56057|56100
56033;Quelneuc;7;35168|35168|35311|35045|35328|56033|35084
56184;Questembert;9;56171|56123|56111|56149|56015|56247|56261|56108|56135
56185;Quéven;6;56036|56121|56162|56078|56063|56179
56186;Quiberon;1;56234
56197;Quily;4;56197|56112|56236|56079
56188;Quistinic;6;56128|56207|56010|56101|56104|56026
56189;Radenac;6;56160|56103|56027|56204|56140|56190
56190;Réguiny;6;56047|56160|56189|56140|56144|56144
56191;Réminiac;7;56136|56033|56033|56253|56200|56035|56006
56144;Remungol;7;56144|56140|56174|56074|56173|56173|56144
56193;Riantec;4;56130|56169|56181|56118
56194;Rieux;7;56223|35236|44185|44057|56250|56212|56001
56195;La Roche-Bernard;4;56147|44072|56058|56126
56196;Rochefort-en-Terre;2;56123|56171
56197;Le Roc-Saint-André;8;56165|56165|56139|56197|56244|56112|56197|56079
56197;Val d'Oust;10;56165|56165|56139|56165|56035|56202|56244|56112|56236|56079
56198;Rohan;5;22275|56024|56047|56072|22314
56199;Roudouallec;6;29278|56066|56081|29274|29125|29249
56200;Ruffiac;7;56191|56253|56230|56229|56224|56133|56035
56201;Le Saint;4;56100|56057|56081|56066
56202;Saint-Abraham;5;56197|56035|56228|56244|56197
56203;Saint-Aignan;8;22033|22158|22158|56146|56041|56209|22107|22107
56204;Saint-Allouestre;4;56189|56027|56017|56140
56205;Saint-Armel;3;56084|56248|56240
56206;Saint-Avé;6;56137|56231|56260|56158|56132|56120
56207;Saint-Barthélemy;6;56173|56173|56074|56010|56188|56128
56208;Saint-Brieuc-de-Mauron;5;22083|56127|56080|56056|56025
56209;Sainte-Brigitte;6;22107|56203|56041|56245|22107|22107
56210;Saint-Caradec-Trégomel;6;56163|56110|56264|56014|56182|56048
56211;Saint-Congard;7;56224|56229|56218|56171|56159|56124|56133
56212;Saint-Dolay;6;56194|56250|44098|56147|56011|56001
56213;Saint-Gérand;6;56213|56215|56072|56151|56146|56093
56213;Saint-Gérand-Croixanvec;6;22075|56215|56072|56151|56146|56093
56214;Saint-Gildas-de-Rhuys;2;56240|56005
56215;Saint-Gonnery;7;22136|22314|56072|56213|56213|56213|22075
56216;Saint-Gorgon;4;56221|56001|56011|56028
56218;Saint-Gravé;5;56229|56154|56123|56171|56211
56219;Saint-Guyomard;5;56244|56020|56135|56045|56254
56220;Sainte-Hélène;5;56148|56119|56013|56169|56130
56221;Saint-Jacut-les-Pins;7;56239|56232|56001|56216|56028|56123|56154
56222;Saint-Jean-Brévelay;7;56071|56019|56172|56157|56120|56042|56017
56223;Saint-Jean-la-Poterie;4;35236|56194|56001|56232
56224;Saint-Laurent-sur-Oust;4;56200|56229|56211|56133
56225;Saint-Léry;2;35117|56127
56226;Saint-Malo-de-Beignon;3;35223|56075|56012
56227;Saint-Malo-des-Trois-Fontaines;8;56080|56122|56249|56082|56068|56102|56102|56134
56228;Saint-Marcel;7;56202|56035|56133|56124|56159|56020|56244
56229;Saint-Martin-sur-Oust;7;56230|56060|56154|56218|56211|56224|56200
56230;Saint-Nicolas-du-Tertre;8;56033|56033|56061|56061|56060|56229|56200|56253
56231;Saint-Nolff;7;56053|56255|56251|56251|56260|56206|56137
56232;Saint-Perreux;6;35013|35236|56223|56001|56221|56239
56233;Saint-Philibert;2;56046|56116
56234;Saint-Pierre-Quiberon;2;56168|56186
56236;Saint-Servant;6;56079|56197|56197|56112|56051|56070
56237;Saint-Thuriau;7;56151|56144|56144|56173|56173|56246|56178
56238;Saint-Tugdual;4;56163|56048|56182|56170
56239;Saint-Vincent-sur-Oust;6;56061|56061|35013|56232|56221|56154
56240;Sarzeau;4;56205|56248|56252|56214
56241;Sauzon;2;56152|56009
56242;Séglien;6;56041|56125|56076|56113|56099|56245
56243;Séné;3;56251|56251|56260
56244;Sérent;10;56197|56197|56197|56202|56228|56020|56219|56254|56172|56112
56245;Silfiac;7;22107|22107|56209|56041|56242|56099|22124
56246;Le Sourn;7;56178|56237|56173|56173|56173|56076|56125
56247;Sulniac;8;56261|56184|56015|56109|56251|56251|56255|56053
56248;Surzur;10;56259|56109|56002|56252|56240|56205|56084|56251|56251|56251
56249;Taupont;6;56122|56165|56165|56079|56082|56227
56250;Théhillac;5;44057|44196|44098|56212|56194
56251;Theix;9;56255|56247|56109|56259|56248|56251|56243|56260|56231
56251;Theix-Noyalo;9;56255|56247|56109|56259|56248|56084|56243|56260|56231
56252;Le Tour-du-Parc;2;56248|56240
56253;Tréal;6;56136|56033|56033|56230|56200|56191
56254;Trédion;6;56244|56219|56045|56053|56157|56172
56255;Treffléan;5;56053|56247|56251|56251|56231
56256;Tréhorenteuc;4;35211|56032|56122|56145
56257;La Trinité-Porhoët;6;56129|56134|56102|56102|22241|22043
56258;La Trinité-sur-Mer;1;56034
56259;La Trinité-Surzur;4;56109|56248|56251|56251
56260;Vannes;8;56206|56231|56251|56251|56243|56003|56164|56158
56261;La Vraie-Croix;4;56108|56184|56247|56053
56262;Le Bono;3;56167|56008|56176
56263;Sainte-Anne-d'Auray;2;56175|56176
56264;Kernascléden;4;56110|56089|56014|56210